score,class,pred
0.9666666388511658,0,1
0.9464285969734192,0,1
0.976047933101654,0,1
0.9322034120559692,0,1
1.0399999618530273,0,1
0.9479768872261047,0,1
1.0115606784820557,0,1
1.0377358198165894,0,1
0.9689119458198547,0,1
0.9738219976425171,0,1
1.010928988456726,0,1
1.0055248737335205,0,1
0.9738562107086182,0,1
0.994350254535675,0,1
0.9757575988769531,0,1
0.9786096215248108,0,1
0.9455445408821106,0,1
0.9277777671813965,0,1
0.9736841917037964,0,1
0.9938650131225586,0,1
0.9470587968826294,0,1
1.0382513999938965,0,1
0.9595375657081604,0,1
0.9941176176071167,0,1
0.916201114654541,0,1
0.9947090148925781,0,1
0.9839572310447693,0,1
0.9340659379959106,0,1
1.0310559272766113,0,1
1.0182926654815674,0,1
1.0099502801895142,0,1
0.96875,0,1
1.0053476095199585,0,1
0.9937106966972351,0,1
1.01630437374115,0,1
1.0,0,1
0.9689440727233887,0,1
0.928205132484436,0,1
0.9018405079841614,0,1
0.9766082167625427,0,1
1.0301204919815063,0,1
0.9751552939414978,0,1
0.9742268323898315,0,1
0.9473684430122375,0,1
1.0414201021194458,0,1
1.0,0,1
1.0060241222381592,0,1
0.887005627155304,0,1
0.9760000109672546,0,1
0.9306358098983765,0,1
1.068376064300537,0,1
0.9356725215911865,0,1
0.9375,0,1
0.9764705896377563,0,1
0.9440993666648865,0,1
1.0153061151504517,0,1
0.9444444179534912,0,1
0.9756097793579102,0,1
1.0591715574264526,0,1
0.9947090148925781,0,1
0.9100528955459595,0,1
0.9948717951774597,0,1
1.028735637664795,0,1
0.9235293865203857,0,1
0.9677419066429138,0,1
1.0056496858596802,0,1
0.9888268113136292,0,1
0.9677419066429138,0,1
0.9722222089767456,0,1
0.9882352948188782,0,1
0.9725274443626404,0,1
0.9548872113227844,0,1
1.0103627443313599,0,1
1.0113636255264282,0,1
0.9829545617103577,0,1
0.9090909361839294,0,1
0.9683544039726257,0,1
0.9803921580314636,0,1
0.9599999785423279,0,1
1.0150753259658813,0,1
0.9945054650306702,0,1
0.9691358208656311,0,1
0.9399999976158142,0,1
0.9935897588729858,0,1
1.012738823890686,0,1
1.039801001548767,0,1
0.8881579041481018,0,1
0.9375,0,1
1.0342856645584106,0,1
1.0443350076675415,0,1
0.9860464930534363,0,1
0.9378238320350647,0,1
1.0255101919174194,0,1
0.9659090638160706,0,1
0.9318181872367859,0,1
0.9786096215248108,0,1
0.9683544039726257,0,1
1.0430107116699219,0,1
0.9943181872367859,0,1
0.9488636255264282,0,1
1.01129949092865,0,1
1.0,0,1
1.0502512454986572,0,1
1.0,0,1
1.0055866241455078,0,1
0.9940828680992126,0,1
1.0594594478607178,0,1
1.017543911933899,0,1
0.9470198750495911,0,1
0.9675675630569458,0,1
0.9948453903198242,0,1
0.956204354763031,0,1
0.9941860437393188,0,1
1.0058139562606812,0,1
0.957446813583374,0,1
1.0,0,1
0.978723406791687,0,1
0.9289940595626831,0,1
0.9657142758369446,0,1
0.9888268113136292,0,1
1.0,0,1
1.0,0,1
0.9723756909370422,0,1
0.9655172228813171,0,1
0.9947090148925781,0,1
0.9289940595626831,0,1
0.9935064911842346,0,1
1.0389610528945923,0,1
0.9842105507850647,0,1
1.0,0,1
0.9887640476226807,0,1
0.9802955389022827,0,1
1.0,0,1
1.0,0,1
1.020304560661316,0,1
1.0051546096801758,0,1
0.929411768913269,0,1
0.9200000166893005,0,1
1.0187499523162842,0,1
0.9709302186965942,0,1
1.017241358757019,0,1
0.9294871687889099,0,1
0.9615384340286255,0,1
0.9066666960716248,0,1
0.9438202381134033,0,1
0.8969696760177612,0,1
0.9523809552192688,0,1
0.9529411792755127,0,1
1.0268816947937012,0,1
1.0201342105865479,0,1
1.0,0,1
1.0112359523773193,0,1
0.9405405521392822,0,1
0.9936708807945251,0,1
0.9463414549827576,0,1
0.9779005646705627,0,1
0.9550561904907227,0,1
0.9869281053543091,0,1
0.9111111164093018,0,1
1.0251572132110596,0,1
1.034313678741455,0,1
0.903030276298523,0,1
0.9757575988769531,0,1
1.042424201965332,0,1
0.9295774698257446,0,1
1.013157844543457,0,1
0.9407894611358643,0,1
1.0105262994766235,0,1
1.026455044746399,0,1
0.9945945739746094,0,1
1.0432099103927612,0,1
0.9558011293411255,0,1
1.0372340679168701,0,1
0.9819276928901672,0,1
0.9415204524993896,0,1
1.0,0,1
0.9122806787490845,0,1
0.9385474920272827,0,1
0.9132652878761292,0,1
1.047619104385376,0,1
0.9940476417541504,0,1
0.9578313231468201,0,1
0.9644970297813416,0,1
1.0228571891784668,0,1
0.9625668525695801,0,1
0.9514925479888916,0,1
0.9244186282157898,0,1
0.9581151604652405,0,1
0.9704142212867737,0,1
